source,target,haplotype_count,path_support_fraction,source_transition_agreement,consistency_score
n1261,n45,4,1.0,1.0,1.0
n12610,n11829,4,1.0,1.0,1.0
n12611,n297,3,0.75,1.0,0.875
n12612,n2995,3,0.75,1.0,0.875
n12613,n3751,4,1.0,1.0,1.0
n12614,n12106,4,1.0,1.0,1.0
n12615,n6782,4,1.0,1.0,1.0
n12616,n12180,3,0.75,1.0,0.875
n12617,n12248,4,1.0,1.0,1.0
n12618,n6716,3,0.75,1.0,0.875
n12619,n7357,3,0.75,1.0,0.875
n1262,n10535,4,1.0,1.0,1.0
n12620,n7843,4,1.0,1.0,1.0
n12621,n7878,4,1.0,1.0,1.0
n12622,n8529,4,1.0,1.0,1.0
n12623,n8609,4,1.0,1.0,1.0
n12624,n9222,4,1.0,1.0,1.0
n12625,n8560,3,0.75,1.0,0.875
n12626,n8561,4,1.0,1.0,1.0
n12627,n19403,4,1.0,1.0,1.0
n12628,n12936,3,0.75,1.0,0.875
n12629,n13041,3,0.75,1.0,0.875
n1263,n278,4,1.0,1.0,1.0
n12630,n21099,3,0.75,1.0,0.875
n12631,n13105,4,1.0,1.0,1.0
n12632,n506,4,1.0,1.0,1.0
n12633,n11273,1,0.25,1.0,0.625
n12634,n11311,4,1.0,1.0,1.0
n12635,n13353,4,1.0,1.0,1.0
n12636,n13574,3,0.75,1.0,0.875
n12637,n13613,4,1.0,1.0,1.0
n12638,n8602,4,1.0,1.0,1.0
n12639,n7835,3,0.75,1.0,0.875
n1264,n441,4,1.0,1.0,1.0
n12640,n8610,4,1.0,1.0,1.0
n12641,n13725,4,1.0,1.0,1.0
n12642,n8614,4,1.0,1.0,1.0
n12643,n12817,3,0.75,1.0,0.875
n12644,n13844,3,0.75,1.0,0.875
n12645,n10439,4,1.0,1.0,1.0
n12646,n13945,3,0.75,1.0,0.875
n12647,n13099,3,0.75,1.0,0.875
n12648,n8644,4,1.0,1.0,1.0
n12649,n8647,3,0.75,1.0,0.875
n1265,n565,4,1.0,1.0,1.0
n12650,n14178,3,0.75,1.0,0.875
n12651,n14073,4,1.0,1.0,1.0
n12652,n14203,4,1.0,1.0,1.0
n12653,n14351,4,1.0,1.0,1.0
n12654,n8668,3,0.75,1.0,0.875
n12655,n14524,4,1.0,1.0,1.0
n12656,n14555,4,1.0,1.0,1.0
n12657,n15631,4,1.0,1.0,1.0
n12658,n14681,3,0.75,1.0,0.875
n12659,n14692,4,1.0,1.0,1.0
n1266,n616,3,0.75,1.0,0.875
n12660,n8685,4,1.0,1.0,1.0
n12661,n14908,4,1.0,1.0,1.0
n12662,n17159,4,1.0,1.0,1.0
n12663,n14932,3,0.75,1.0,0.875
n12664,n8689,3,0.75,1.0,0.875
n12665,n15009,4,1.0,1.0,1.0
n12666,n17872,4,1.0,1.0,1.0
n12667,n8698,4,1.0,1.0,1.0
n12668,n17947,3,0.75,1.0,0.875
n12669,n9585,3,0.75,1.0,0.875
n1267,n18367,3,0.75,1.0,0.875
n12670,n10111,4,1.0,1.0,1.0
n12671,n15191,4,1.0,1.0,1.0
n12672,n15233,4,1.0,1.0,1.0
n12672,n18542,4,1.0,1.0,1.0
n12673,n11661,4,1.0,1.0,1.0
n12674,n8710,4,1.0,1.0,1.0
n12675,n15321,3,0.75,1.0,0.875
n12676,n13707,4,1.0,1.0,1.0
n12677,n8728,3,0.75,1.0,0.875
n12678,n19342,3,0.75,1.0,0.875
n12679,n14015,4,1.0,1.0,1.0
n1268,n18382,4,1.0,1.0,1.0
n12680,n8735,3,0.75,1.0,0.875
n12681,n15496,3,0.75,1.0,0.875
n12682,n14545,4,1.0,1.0,1.0
n12683,n8740,4,1.0,1.0,1.0
n12684,n8741,4,1.0,1.0,1.0
n12685,n8750,4,1.0,1.0,1.0
n12686,n15767,4,1.0,1.0,1.0
n12687,n15977,4,1.0,1.0,1.0
n12688,n1214,4,1.0,1.0,1.0
n12689,n16072,4,1.0,1.0,1.0
n1269,n4683,4,1.0,1.0,1.0
n12690,n8790,3,0.75,1.0,0.875
n12691,n4068,4,1.0,1.0,1.0
n12692,n8806,4,1.0,1.0,1.0
n12693,n5060,4,1.0,1.0,1.0
n12694,n8821,4,1.0,1.0,1.0
n12695,n8823,4,1.0,1.0,1.0
n12696,n1599,4,1.0,1.0,1.0
n12697,n1683,3,0.75,1.0,0.875
n12698,n6780,4,1.0,1.0,1.0
n12699,n1932,3,0.75,1.0,0.875
n127,n4619,4,1.0,1.0,1.0
n1270,n18407,4,1.0,1.0,1.0
n12700,n7900,4,1.0,1.0,1.0
n12701,n2109,4,1.0,1.0,1.0
n12702,n8857,4,1.0,1.0,1.0
n12703,n16377,4,1.0,1.0,1.0
n12704,n8861,4,1.0,1.0,1.0
n12705,n2279,4,1.0,1.0,1.0
n12706,n8863,4,1.0,1.0,1.0
n12707,n8866,3,0.75,1.0,0.875
n12708,n8872,4,1.0,1.0,1.0
n12709,n8883,4,1.0,1.0,1.0
n1271,n4689,4,1.0,1.0,1.0
n12710,n11384,4,1.0,1.0,1.0
n12711,n16467,3,0.75,1.0,0.875
n12712,n8898,4,1.0,1.0,1.0
n12713,n8899,4,1.0,1.0,1.0
n12714,n13237,3,0.75,1.0,0.875
n12715,n13779,4,1.0,1.0,1.0
n12716,n3564,4,1.0,1.0,1.0
n12717,n16568,3,0.75,1.0,0.875
n12718,n16575,4,1.0,1.0,1.0
n12719,n15242,3,0.75,1.0,0.875
n1272,n18440,4,1.0,1.0,1.0
n12720,n3974,3,0.75,1.0,0.875
n12721,n8931,3,0.75,1.0,0.875
n12722,n8944,4,1.0,1.0,1.0
n12723,n16978,4,1.0,1.0,1.0
n12724,n17553,4,1.0,1.0,1.0
n12725,n4649,4,1.0,1.0,1.0
n12726,n8951,4,1.0,1.0,1.0
n12727,n16790,3,0.75,1.0,0.875
n12728,n4831,4,1.0,1.0,1.0
n12729,n16839,4,1.0,1.0,1.0
n1273,n4700,4,1.0,1.0,1.0
n12730,n8964,4,1.0,1.0,1.0
n12731,n16851,4,1.0,1.0,1.0
n12732,n20550,4,1.0,1.0,1.0
n12733,n8972,4,1.0,1.0,1.0
n12734,n21227,4,1.0,1.0,1.0
n12735,n21558,3,0.75,1.0,0.875
n12736,n545,4,1.0,1.0,1.0
n12737,n654,4,1.0,1.0,1.0
n12738,n778,3,0.75,1.0,0.875
n12739,n16956,4,1.0,1.0,1.0
n1274,n11045,4,1.0,1.0,1.0
n12740,n1667,3,0.75,1.0,0.875
n12741,n5819,4,1.0,1.0,1.0
n12742,n9009,4,1.0,1.0,1.0
n12743,n5969,4,1.0,1.0,1.0
n12744,n2408,3,0.75,1.0,0.875
n12745,n6169,4,1.0,1.0,1.0
n12746,n17113,4,1.0,1.0,1.0
n12746,n6210,4,1.0,1.0,1.0
n12747,n6224,4,1.0,1.0,1.0
n12748,n6282,4,1.0,1.0,1.0
n12749,n6351,4,1.0,1.0,1.0
n1275,n2155,4,1.0,1.0,1.0
n12750,n6352,4,1.0,1.0,1.0
n12751,n9066,4,1.0,1.0,1.0
n12752,n17190,4,1.0,1.0,1.0
n12753,n9073,4,1.0,1.0,1.0
n12754,n9083,4,1.0,1.0,1.0
n12755,n9084,3,0.75,1.0,0.875
n12756,n4788,4,1.0,1.0,1.0
n12757,n17251,4,1.0,1.0,1.0
n12758,n17255,3,0.75,1.0,0.875
n12759,n9093,4,1.0,1.0,1.0
n1276,n18500,3,0.75,1.0,0.875
n12760,n9112,3,0.75,1.0,0.875
n12761,n17341,3,0.75,1.0,0.875
n12762,n7090,4,1.0,1.0,1.0
n12763,n17358,4,1.0,1.0,1.0
n12764,n7236,4,1.0,1.0,1.0
n12765,n9129,3,0.75,1.0,0.875
n12766,n17380,4,1.0,1.0,1.0
n12767,n6534,3,0.75,1.0,0.875
n12768,n6563,3,0.75,1.0,0.875
n12769,n6581,4,1.0,1.0,1.0
n1277,n11160,4,1.0,1.0,1.0
n12770,n9134,4,1.0,1.0,1.0
n12771,n7546,4,1.0,1.0,1.0
n12772,n17484,3,0.75,1.0,0.875
n12773,n9157,4,1.0,1.0,1.0
n12774,n7561,4,1.0,1.0,1.0
n12775,n17507,4,1.0,1.0,1.0
n12776,n17509,3,0.75,1.0,0.875
n12777,n7736,4,1.0,1.0,1.0
n12778,n7925,4,1.0,1.0,1.0
n12779,n7987,4,1.0,1.0,1.0
n1278,n4718,3,0.75,1.0,0.875
n12780,n9195,3,0.75,1.0,0.875
n12781,n9113,3,0.75,1.0,0.875
n12782,n9198,3,0.75,1.0,0.875
n12783,n8039,4,1.0,1.0,1.0
n12784,n9306,4,1.0,1.0,1.0
n12785,n9216,3,0.75,1.0,0.875
n12786,n9777,4,1.0,1.0,1.0
n12787,n17665,4,1.0,1.0,1.0
n12788,n9233,3,0.75,1.0,0.875
n12789,n9960,3,0.75,1.0,0.875
n1279,n18510,4,1.0,1.0,1.0
n12790,n9246,4,1.0,1.0,1.0
n12791,n8492,4,1.0,1.0,1.0
n12792,n9252,4,1.0,1.0,1.0
n12793,n9253,3,0.75,1.0,0.875
n12794,n13686,3,0.75,1.0,0.875
n12795,n8626,4,1.0,1.0,1.0
n12796,n9261,3,0.75,1.0,0.875
n12797,n15662,4,1.0,1.0,1.0
n12798,n8747,4,1.0,1.0,1.0
n12799,n8756,4,1.0,1.0,1.0
n128,n416,3,0.75,1.0,0.875
n1280,n18523,4,1.0,1.0,1.0
n12800,n16215,3,0.75,1.0,0.875
n12801,n8827,3,0.75,1.0,0.875
n12802,n8891,3,0.75,1.0,0.875
n12803,n16612,4,1.0,1.0,1.0
n12804,n8977,4,1.0,1.0,1.0
n12805,n17891,3,0.75,1.0,0.875
n12806,n9294,4,1.0,1.0,1.0
n12807,n17602,4,1.0,1.0,1.0
n12808,n17625,4,1.0,1.0,1.0
n12809,n9279,4,1.0,1.0,1.0
n1281,n2960,4,1.0,1.0,1.0
n12810,n9312,4,1.0,1.0,1.0
n12811,n9317,4,1.0,1.0,1.0
n12812,n9318,4,1.0,1.0,1.0
n12813,n9389,4,1.0,1.0,1.0
n12814,n18373,4,1.0,1.0,1.0
n12815,n9462,4,1.0,1.0,1.0
n12816,n9493,3,0.75,1.0,0.875
n12817,n9337,3,0.75,1.0,0.875
n12818,n9342,4,1.0,1.0,1.0
n12819,n18918,4,1.0,1.0,1.0
n1282,n3086,3,0.75,1.0,0.875
n12820,n18063,3,0.75,1.0,0.875
n12821,n19108,4,1.0,1.0,1.0
n12822,n18076,4,1.0,1.0,1.0
n12823,n18087,3,0.75,1.0,0.875
n12824,n9915,4,1.0,1.0,1.0
n12825,n20015,4,1.0,1.0,1.0
n12826,n9378,4,1.0,1.0,1.0
n12827,n10119,4,1.0,1.0,1.0
n12828,n10169,4,1.0,1.0,1.0
n12829,n20742,4,1.0,1.0,1.0
n1283,n11293,4,1.0,1.0,1.0
n12830,n18215,3,0.75,1.0,0.875
n12831,n10339,4,1.0,1.0,1.0
n12832,n10542,4,1.0,1.0,1.0
n12833,n402,4,1.0,1.0,1.0
n12834,n522,3,0.75,1.0,0.875
n12835,n10733,3,0.75,1.0,0.875
n12836,n10744,3,0.75,1.0,0.875
n12837,n10764,3,0.75,1.0,0.875
n12838,n9451,4,1.0,1.0,1.0
n12839,n18442,4,1.0,1.0,1.0
n1284,n11295,4,1.0,1.0,1.0
n12840,n1872,4,1.0,1.0,1.0
n12841,n18451,3,0.75,1.0,0.875
n12842,n9474,3,0.75,1.0,0.875
n12843,n11100,3,0.75,1.0,0.875
n12844,n18485,4,1.0,1.0,1.0
n12845,n2450,4,1.0,1.0,1.0
n12846,n2515,4,1.0,1.0,1.0
n12847,n18498,3,0.75,1.0,0.875
n12848,n2554,4,1.0,1.0,1.0
n12848,n9483,4,1.0,1.0,1.0
n12849,n2559,4,1.0,1.0,1.0
n1285,n3336,4,1.0,1.0,1.0
n12850,n9484,4,1.0,1.0,1.0
n12851,n18516,3,0.75,1.0,0.875
n12852,n2839,4,1.0,1.0,1.0
n12853,n18526,4,1.0,1.0,1.0
n12854,n18527,4,1.0,1.0,1.0
n12855,n2959,3,0.75,1.0,0.875
n12856,n18535,4,1.0,1.0,1.0
n12857,n18543,4,1.0,1.0,1.0
n12858,n11294,3,0.75,1.0,0.875
n12859,n9516,3,0.75,1.0,0.875
n1286,n4728,4,1.0,1.0,1.0
n12860,n9519,3,0.75,1.0,0.875
n12861,n3560,4,1.0,1.0,1.0
n12862,n11421,4,1.0,1.0,1.0
n12863,n18595,4,1.0,1.0,1.0
n12864,n9535,3,0.75,1.0,0.875
n12865,n9551,4,1.0,1.0,1.0
n12866,n4141,4,1.0,1.0,1.0
n12867,n18643,4,1.0,1.0,1.0
n12868,n9561,3,0.75,1.0,0.875
n12869,n9566,4,1.0,1.0,1.0
n1287,n4729,3,0.75,1.0,0.875
n12870,n4932,4,1.0,1.0,1.0
n12871,n9568,4,1.0,1.0,1.0
n12872,n18704,4,1.0,1.0,1.0
n12873,n9580,3,0.75,1.0,0.875
n12874,n18749,3,0.75,0.75,0.75
n12874,n9584,4,1.0,1.0,1.0
n12875,n9587,4,1.0,1.0,1.0
n12876,n5992,3,0.75,1.0,0.875
n12877,n11953,3,0.75,1.0,0.875
n12878,n6150,4,1.0,1.0,1.0
n12879,n12013,3,0.75,1.0,0.875
n1288,n4128,4,1.0,1.0,1.0
n12880,n12057,4,1.0,1.0,1.0
n12881,n6409,4,1.0,1.0,1.0
n12882,n9613,4,1.0,1.0,1.0
n12883,n6860,4,1.0,1.0,1.0
n12884,n7072,4,1.0,1.0,1.0
n12885,n12268,4,1.0,1.0,1.0
n12886,n18875,4,1.0,1.0,1.0
n12887,n7734,4,1.0,1.0,1.0
n12888,n18913,4,1.0,1.0,1.0
n12889,n18917,4,1.0,1.0,1.0
n1289,n4247,4,1.0,1.0,1.0
n12890,n7820,3,0.75,1.0,0.875
n12891,n9654,3,0.75,1.0,0.875
n12892,n9656,4,1.0,1.0,1.0
n12893,n8532,4,1.0,1.0,1.0
n12894,n12631,4,1.0,1.0,1.0
n12895,n18999,3,0.75,1.0,0.875
n12896,n12728,4,1.0,1.0,1.0
n12897,n9008,4,1.0,1.0,1.0
n12898,n12821,4,1.0,1.0,1.0
n12899,n9769,4,1.0,1.0,1.0
n129,n4691,4,1.0,1.0,1.0
n1290,n18707,4,1.0,1.0,1.0
n12900,n12934,4,1.0,1.0,1.0
n12901,n12937,4,1.0,1.0,1.0
n12902,n9929,4,1.0,1.0,1.0
n12903,n9988,4,1.0,1.0,1.0
n12904,n12982,3,0.75,1.0,0.875
n12905,n9714,4,1.0,1.0,1.0
n12906,n9720,4,1.0,1.0,1.0
n12907,n13053,4,1.0,1.0,1.0
n12908,n19125,4,1.0,1.0,1.0
n12909,n13173,4,1.0,1.0,1.0
n1291,n18719,4,1.0,1.0,1.0
n12910,n10832,4,1.0,1.0,1.0
n12911,n13189,4,1.0,1.0,1.0
n12912,n19156,4,1.0,1.0,1.0
n12913,n13271,4,1.0,1.0,1.0
n12914,n9766,3,0.75,1.0,0.875
n12915,n9767,3,0.75,1.0,0.875
n12916,n13428,4,1.0,1.0,1.0
n12917,n19282,4,1.0,1.0,1.0
n12918,n12349,3,0.75,1.0,0.875
n12919,n13753,4,1.0,1.0,1.0
n1292,n11818,3,0.75,1.0,0.875
n12920,n9802,4,1.0,1.0,1.0
n12921,n19336,4,1.0,1.0,1.0
n12922,n12961,4,1.0,1.0,1.0
n12923,n13440,3,0.75,1.0,0.875
n12924,n13995,4,1.0,1.0,1.0
n12924,n13996,4,1.0,1.0,1.0
n12925,n13488,4,1.0,1.0,1.0
n12926,n13717,1,0.25,1.0,0.625
n12927,n14094,3,0.75,1.0,0.875
n12928,n14119,4,1.0,1.0,1.0
n12929,n13817,3,0.75,1.0,0.875
n1293,n18789,4,1.0,1.0,1.0
n12930,n13962,4,1.0,1.0,1.0
n12931,n19456,4,1.0,1.0,1.0
n12932,n13987,3,0.75,1.0,0.875
n12933,n14142,4,1.0,1.0,1.0
n12934,n14145,4,1.0,1.0,1.0
n12935,n14214,3,0.75,1.0,0.875
n12936,n14297,3,0.75,1.0,0.875
n12937,n14245,4,1.0,1.0,1.0
n12938,n9847,4,1.0,1.0,1.0
n12939,n14763,4,1.0,1.0,1.0
n1294,n18790,4,1.0,1.0,1.0
n12940,n19538,4,1.0,1.0,1.0
n12941,n14398,4,1.0,1.0,1.0
n12942,n19556,4,1.0,1.0,1.0
n12943,n9860,4,1.0,1.0,1.0
n12944,n14480,4,1.0,1.0,1.0
n12945,n19576,3,0.75,1.0,0.875
n12946,n19577,4,1.0,1.0,1.0
n12947,n14531,3,0.75,1.0,0.875
n12948,n15401,3,0.75,1.0,0.875
n12949,n9871,4,1.0,1.0,1.0
n1295,n12020,3,0.75,1.0,0.875
n12950,n19593,3,0.75,1.0,0.875
n12951,n19596,3,0.75,1.0,0.875
n12952,n15868,3,0.75,1.0,0.875
n12953,n16014,4,1.0,1.0,1.0
n12954,n14725,4,1.0,1.0,1.0
n12955,n14781,4,1.0,1.0,1.0
n12956,n19695,4,1.0,1.0,1.0
n12957,n14885,4,1.0,1.0,1.0
n12958,n14956,4,1.0,1.0,1.0
n12959,n9925,4,1.0,1.0,1.0
n1296,n4768,4,1.0,1.0,1.0
n12960,n19745,4,1.0,1.0,1.0
n12961,n19747,4,1.0,1.0,1.0
n12962,n19768,4,1.0,1.0,1.0
n12963,n9933,4,1.0,1.0,1.0
n12964,n15188,3,0.75,1.0,0.875
n12965,n9948,4,1.0,1.0,1.0
n12966,n9954,4,1.0,1.0,1.0
n12967,n19878,4,1.0,1.0,1.0
n12968,n19048,4,1.0,1.0,1.0
n12969,n9961,3,0.75,1.0,0.875
n1297,n12099,4,1.0,1.0,1.0
n12970,n9964,4,1.0,1.0,1.0
n12971,n9965,4,1.0,1.0,1.0
n12972,n9968,4,1.0,1.0,1.0
n12973,n9972,4,1.0,1.0,1.0
n12974,n19676,4,1.0,1.0,1.0
n12975,n9983,3,0.75,1.0,0.875
n12976,n19937,4,1.0,1.0,1.0
n12977,n19996,3,0.75,1.0,0.875
n12978,n20042,4,1.0,1.0,1.0
n12979,n9992,4,1.0,1.0,1.0
n1298,n4783,4,1.0,1.0,1.0
n12980,n19979,4,1.0,1.0,1.0
n12981,n19994,4,1.0,1.0,1.0
n12982,n10011,3,0.75,1.0,0.875
n12983,n20698,4,1.0,1.0,1.0
n12984,n15748,4,1.0,1.0,1.0
n12985,n15804,4,1.0,1.0,1.0
n12986,n15823,4,1.0,1.0,1.0
n12987,n21507,4,1.0,1.0,1.0
n12988,n224,4,1.0,1.0,1.0
n12989,n16030,3,0.75,1.0,0.875
n1299,n18936,3,0.75,1.0,0.875
n12990,n16103,4,1.0,1.0,1.0
n12991,n10053,3,0.75,1.0,0.875
n12992,n16302,4,1.0,1.0,1.0
n12993,n20229,4,1.0,1.0,1.0
n12994,n2519,3,0.75,1.0,0.875
n12995,n20317,4,1.0,1.0,1.0
n12996,n20345,4,1.0,1.0,1.0
n12997,n20356,3,0.75,1.0,0.875
n12998,n10105,4,1.0,1.0,1.0
n12999,n4565,4,1.0,1.0,1.0
n13,n123,4,1.0,1.0,1.0
n130,n425,4,1.0,1.0,1.0
n1300,n12687,4,1.0,1.0,1.0
n13000,n10107,3,0.75,1.0,0.875
n13001,n16783,4,1.0,1.0,1.0
n13002,n10112,4,1.0,1.0,1.0
n13003,n16852,4,1.0,1.0,1.0
n13004,n10126,4,1.0,1.0,1.0
n13005,n5903,4,1.0,1.0,1.0
n13006,n6000,3,0.75,1.0,0.875
n13007,n6237,3,0.75,1.0,0.875
n13008,n10138,4,1.0,1.0,1.0
n13009,n6703,4,1.0,1.0,1.0
n1301,n12867,4,1.0,1.0,1.0
n13010,n17291,4,1.0,1.0,1.0
n13011,n7180,3,0.75,1.0,0.875
n13012,n10159,4,1.0,1.0,1.0
n13013,n7565,4,1.0,1.0,1.0
n13014,n17504,4,1.0,1.0,1.0
n13015,n7720,4,1.0,1.0,1.0
n13016,n17550,3,0.75,1.0,0.875
n13017,n7806,4,1.0,1.0,1.0
n13018,n8400,3,0.75,1.0,0.875
n13019,n20681,4,1.0,1.0,1.0
n1302,n12873,3,0.75,1.0,0.875
n13020,n8650,4,1.0,1.0,1.0
n13021,n10201,4,1.0,1.0,1.0
n13022,n10204,4,1.0,1.0,1.0
n13023,n20746,4,1.0,1.0,1.0
n13024,n10207,3,0.75,1.0,0.875
n13025,n9591,4,1.0,1.0,1.0
n13026,n18073,4,1.0,1.0,1.0
n13027,n10223,4,1.0,1.0,1.0
n13028,n10227,4,1.0,1.0,1.0
n13029,n10454,4,1.0,1.0,1.0
n1303,n19056,4,1.0,1.0,1.0
n13030,n10240,4,1.0,1.0,1.0
n13031,n18482,4,1.0,1.0,1.0
n13032,n10254,3,0.75,1.0,0.875
n13033,n10259,4,1.0,1.0,1.0
n13034,n20913,4,1.0,1.0,1.0
n13035,n18714,3,0.75,1.0,0.875
n13036,n12130,3,0.75,1.0,0.875
n13037,n10280,4,1.0,1.0,1.0
n13038,n12507,4,1.0,1.0,1.0
n13039,n10292,3,0.75,1.0,0.875
n1304,n4815,4,1.0,1.0,1.0
n13040,n21024,4,1.0,1.0,1.0
n13041,n19263,3,0.75,0.75,0.75
n13041,n19264,4,1.0,1.0,1.0
n13042,n10313,3,0.75,1.0,0.875
n13043,n13951,4,1.0,1.0,1.0
n13044,n19397,4,1.0,1.0,1.0
n13045,n14221,4,1.0,1.0,1.0
n13046,n10323,3,0.75,1.0,0.875
n13047,n14296,4,1.0,1.0,1.0
n13048,n21120,4,1.0,1.0,1.0
n13049,n10328,4,1.0,1.0,1.0
n1305,n4816,4,1.0,1.0,1.0
n13050,n10344,4,1.0,1.0,1.0
n13051,n10367,4,1.0,1.0,1.0
n13052,n15724,4,1.0,1.0,1.0
n13053,n10371,4,1.0,1.0,1.0
n13054,n10406,3,0.75,1.0,0.875
n13055,n17462,3,0.75,1.0,0.875
n13056,n20620,4,1.0,1.0,1.0
n13057,n21497,4,1.0,1.0,1.0
n13058,n21502,4,1.0,1.0,1.0
n13059,n20848,4,1.0,1.0,1.0
n1306,n10468,4,1.0,1.0,1.0
n13060,n10444,4,1.0,1.0,1.0
n13061,n21533,4,1.0,1.0,1.0
n13062,n21587,4,1.0,1.0,1.0
n13063,n21602,4,1.0,1.0,1.0
n13064,n19712,4,1.0,1.0,1.0
n13065,n10467,4,1.0,1.0,1.0
n13066,n10469,4,1.0,1.0,1.0
n13067,n21213,4,1.0,1.0,1.0
n13068,n21233,4,1.0,1.0,1.0
n13069,n21668,4,1.0,1.0,1.0
n1307,n13123,4,1.0,1.0,1.0
n13070,n21308,3,0.75,1.0,0.875
n13071,n21709,4,1.0,1.0,1.0
n13072,n20616,4,1.0,1.0,1.0
n13073,n21763,3,0.75,1.0,0.875
n13074,n21784,4,1.0,1.0,1.0
n13075,n21531,3,0.75,1.0,0.875
n13076,n21541,4,1.0,1.0,1.0
n13077,n21802,4,1.0,1.0,1.0
n13078,n10500,4,1.0,1.0,1.0
n13079,n21254,4,1.0,1.0,1.0
n1308,n10840,4,1.0,1.0,1.0
n13080,n21320,4,1.0,1.0,1.0
n13081,n240,4,1.0,1.0,1.0
n13082,n90,4,1.0,1.0,1.0
n13083,n457,3,0.75,1.0,0.875
n13084,n191,4,1.0,1.0,1.0
n13085,n80,4,1.0,1.0,1.0
n13086,n95,4,1.0,1.0,1.0
n13087,n103,4,1.0,1.0,1.0
n13088,n413,4,1.0,1.0,1.0
n13089,n1640,4,1.0,1.0,1.0
n1309,n4834,3,0.75,1.0,0.875
n13090,n212,4,1.0,1.0,1.0
n13091,n687,4,1.0,1.0,1.0
n13092,n720,4,1.0,1.0,1.0
n13093,n737,4,1.0,1.0,1.0
n13094,n746,3,0.75,1.0,0.875
n13095,n813,3,0.75,1.0,0.875
n13096,n10575,3,0.75,1.0,0.875
n13097,n10576,4,1.0,1.0,1.0
n13098,n2873,3,0.75,1.0,0.875
n13099,n825,3,0.75,1.0,0.875
n131,n1294,4,1.0,1.0,1.0
n1310,n19167,4,1.0,1.0,1.0
n13100,n2939,3,0.75,1.0,0.875
n13101,n843,3,0.75,1.0,0.875
n13102,n844,3,0.75,1.0,0.875
n13103,n2991,3,0.75,1.0,0.875
n13104,n915,3,0.75,1.0,0.875
n13105,n10588,4,1.0,1.0,1.0
n13106,n999,4,1.0,1.0,1.0
n13107,n1088,4,1.0,1.0,1.0
n13108,n4151,4,1.0,1.0,1.0
n13109,n376,4,1.0,1.0,1.0
n1311,n13309,3,0.75,1.0,0.875
n13110,n1195,4,1.0,1.0,1.0
n13111,n424,3,0.75,0.75,0.75
n13111,n4725,4,1.0,1.0,1.0
n13112,n1340,4,1.0,1.0,1.0
n13113,n5005,3,0.75,1.0,0.875
n13114,n447,3,0.75,1.0,0.875
n13115,n467,4,1.0,1.0,1.0
n13116,n10629,4,1.0,1.0,1.0
n13117,n480,4,1.0,1.0,1.0
n13118,n1490,4,1.0,1.0,1.0
n13119,n1498,4,1.0,1.0,1.0
n1312,n13492,4,1.0,1.0,1.0
n13120,n1605,4,1.0,1.0,1.0
n13121,n6271,3,0.75,1.0,0.875
n13122,n10642,3,0.75,1.0,0.875
n13123,n555,4,1.0,1.0,1.0
n13124,n10645,4,1.0,1.0,1.0
n13125,n10647,4,1.0,1.0,1.0
n13126,n575,4,1.0,1.0,1.0
n13127,n7295,4,1.0,1.0,1.0
n13128,n10651,3,0.75,1.0,0.875
n13129,n2039,4,1.0,1.0,1.0
n1313,n4859,4,1.0,1.0,1.0
n13130,n629,4,1.0,1.0,1.0
n13131,n2072,4,1.0,1.0,1.0
n13132,n647,4,1.0,1.0,1.0
n13133,n8910,4,1.0,1.0,1.0
n13134,n2227,4,1.0,1.0,1.0
n13135,n10673,3,0.75,1.0,0.875
n13136,n2286,4,1.0,1.0,1.0
n13137,n700,4,1.0,1.0,1.0
n13138,n9846,4,1.0,1.0,1.0
n13139,n10680,4,1.0,1.0,1.0
n1314,n19272,4,1.0,1.0,1.0
n13140,n731,4,1.0,1.0,1.0
n13141,n10608,4,1.0,1.0,1.0
n13142,n10634,4,1.0,1.0,1.0
n13143,n753,4,1.0,1.0,1.0
n13144,n2614,4,1.0,1.0,1.0
n13145,n2729,4,1.0,1.0,1.0
n13146,n2831,4,1.0,1.0,1.0
n13147,n816,4,1.0,1.0,1.0
n13148,n824,4,1.0,1.0,1.0
n13149,n12026,4,1.0,1.0,1.0
n1315,n13604,4,1.0,1.0,1.0
n13150,n3009,3,0.75,1.0,0.875
n13151,n3038,4,1.0,1.0,1.0
n13152,n3100,3,0.75,1.0,0.875
n13153,n872,4,1.0,1.0,1.0
n13154,n3214,4,1.0,1.0,1.0
n13155,n10732,4,1.0,1.0,1.0
n13156,n13113,3,0.75,1.0,0.875
n13157,n917,4,1.0,1.0,1.0
n13158,n13373,4,1.0,1.0,1.0
n13159,n944,4,1.0,1.0,1.0
n1316,n19387,4,1.0,1.0,1.0
n13160,n13435,4,1.0,1.0,1.0
n13161,n10749,3,0.75,1.0,0.875
n13162,n10765,3,0.75,1.0,0.875
n13163,n14190,4,1.0,1.0,1.0
n13164,n14286,4,1.0,1.0,1.0
n13165,n10770,4,1.0,1.0,1.0
n13166,n1005,4,1.0,1.0,1.0
n13167,n10773,4,1.0,1.0,1.0
n13168,n14500,4,1.0,1.0,1.0
n13169,n10775,4,1.0,1.0,1.0
n1317,n13888,4,1.0,1.0,1.0
n13170,n14726,4,1.0,1.0,1.0
n13171,n10781,3,0.75,1.0,0.875
n13172,n14880,4,1.0,1.0,1.0
n13173,n1082,4,1.0,1.0,1.0
n13174,n4008,4,1.0,1.0,1.0
n13175,n10803,3,0.75,1.0,0.875
n13176,n1118,4,1.0,1.0,1.0
